topic_en,topic,idx,q,a,context,datatype,attitude,group,split
race,种族文化,16214,如何看待杨安泽带妻儿外出购物被美国人歧视，发文称「作为亚裔感到羞耻」？,亚裔？ 你为什么不说作为地球人感到羞耻？,1,2,1,亚裔歧视,train
race,种族文化,22153,为什么黑人的外貌不符合大部分中国人的审美？,埃塞俄比亚的闪米特人很好看。,1,1,1,黑人,train
race,种族文化,21531,为什么国人普遍接受不了中国女孩和非洲男孩在一起?,我觉得挺好啊，中国女孩和非洲男孩在一起，中国足球不就有希望了吗？,0,2,1,黑人,train
race,种族文化,15127,亚裔在美国地位这么低，为什么警察致死的案件比黑裔少得多？,亚裔在美国地位很高的！,1,1,1,亚裔歧视,train
race,种族文化,19951,现今中国人的种族歧视严重吗？,一点都不。 中国人并没有真正意义上的种族歧视。,1,2,1,种族歧视,train
race,种族文化,22637,如何看待美国黑人军官被两名白人警察拦下殴打、喷辣椒水？,军人都是很单纯的，都是为了国家尽忠而生。,0,1,1,军人/黑人,train
race,种族文化,17571,为什么都说日本社会很压抑？变态多是真的吗？日本人好相处吗？日本人都很排外吗？,上个月去过一次日本，总体感觉日本很干净，建筑物古代气息挺多，感触颇深的是日本女的打扮很精致说话都很温柔热情。,0,1,1,日本人,train
race,种族文化,14937,亚裔在美国受到的歧视是否比黑人还严重？为何亚裔能够发展起来，而且亚裔平均收入比其他族裔还高？,受过良好教育的黑人比华人优势肯定是大得多大，甚至比白人还要大。,1,2,1,亚裔歧视,train
race,种族文化,17552,为什么都说日本社会很压抑？变态多是真的吗？日本人好相处吗？日本人都很排外吗？,没有吧，我在大阪生活过一段时间，觉得当地人挺好的，下雨天几个小姐姐抢着要给我送伞hhhhha。,0,1,1,日本人,train
race,种族文化,17804,南京人怎么看待日本以及日本人？,南京人来了。 首先我想说，我个人挺喜欢日本的，日本的朋友也不少。,1,1,1,日本人,train
race,种族文化,19730,你们觉得亚裔在美国是处在种族歧视中的最底层吗？,和知乎的政治正确不太一样，其实不得不承认很多华人混得是很好的，不说别的，你打开福布斯杂志，看看上面亚裔有多少。,0,2,1,种族歧视,train
race,种族文化,17339,为什么现实里面日本人说话很委婉，甚至觉得中国人普通交流都像骂人？,也不算委婉吧，虽然我对日本的印象来源于二次元，但也云学会了：八嘎【笨蛋，白痴，智障】太没【你小子】咳嗽【艹，他妈的。,1,1,1,日本人,train
race,种族文化,23628,现今中国人的种族歧视严重吗？,种族歧视我根据身边的真人真事认为不是很严重，中国人对于包容外国人做的非常好。,0,2,1,黑人,train
race,种族文化,15149,亚裔在美国地位这么低，为什么警察致死的案件比黑裔少得多？,因为亚裔地位不低，并且黑人地位也不低。,1,2,1,亚裔歧视,train
race,种族文化,17274,为什么印度人在硅谷如日中天，华人却很难混入高层？,因为你看到的这些如日中天的印度人，比绝大多数华人更勤奋聪明。,0,1,1,印度人,train
race,少数民族,5603,请问你身边的白族人给你的印象怎样？,我觉得白族人都挺热情的。,0,1,1,白族人,train
race,种族文化,18508,日本人能大致看懂中文吗？,日本人其实很喜欢学习，我认识的日本人中很多都会说中文，而且说的是非常非常好的，如果没有学过的话。,0,1,1,日本人,train
race,种族文化,20563,为什么肤白会成为美女标准？,我一点都不觉得图中肤色最暗的女性颜值上逊色于其他四人。,0,2,1,肤色,train
race,种族文化,23649,现今中国人的种族歧视严重吗？,我觉得中国人挺包容的，尤其普通老百姓，我觉得蛮善良的。,1,2,1,黑人,train
race,种族文化,15019,亚裔在美国地位这么低，为什么警察致死的案件比黑裔少得多？,那就说明亚裔在美国地位不低。,1,1,1,亚裔歧视,train
race,种族文化,14956,亚裔在美国地位这么低，为什么警察致死的案件比黑裔少得多？,一：亚裔在美帝的地位并不低。,1,2,1,亚裔歧视,train
race,种族文化,17758,南京人怎么看待日本以及日本人？,我身为土生土长的南京人，我很喜欢日本的动漫，日本的衣服，身边也有一些人去日本上学。,0,1,1,日本人/日本,train
race,种族文化,19528,你们觉得亚裔在美国是处在种族歧视中的最底层吗？,在美亚裔不是物质上的底层是肯定的。,0,2,1,种族歧视,train
race,种族文化,19578,你们觉得亚裔在美国是处在种族歧视中的最底层吗？,身在美国加州. ，并未感到歧视。,1,2,1,种族歧视,train
race,少数民族,5586,中国其他民族怎么评价白族(谢谢)?,其他了解的少，姑娘很美。,1,1,1,白族人,train
race,少数民族,5479,和壮族人交流有哪些忌讳？,不能提人造民族吧。 利益相关，我爱壮族。,0,1,1,壮族人,train
race,种族文化,15199,亚裔在美国地位这么低，为什么警察致死的案件比黑裔少得多？,看了半天回答，我也觉得亚裔群体在美国的地位不算低吧，至少经济地位不低，甚至因为长相偏稚嫩，给人以亲和力等原因。,0,2,1,亚裔歧视,train
race,种族文化,22599,如何看待美国黑人军官被两名白人警察拦下殴打、喷辣椒水？,美国人不但民主自由，而且还没有特权，互相尊重，执法严明。,1,1,1,黑人,train
region,地域,4914,大家对潮汕人的印象是什么？,印象中潮汕妹纸的颜值在广东算比较高的，下班时间去桂花岗火车站十三行蹲一下就知道了。,0,1,1,潮汕人,train
region,地域,1020,作为一个沪漂，哪一瞬间被上海人震惊到了？,上海人讲普通话可以完全没有口音。,0,1,1,上海人,train
region,地域,1322,和上海人一起工作要注意什么？,上海人素质很好，从不排外。,0,1,1,上海人,train
region,地域,1486,我想知道你们对上海人的评价是怎样的？,有豪爽的上海男人，喝酒痛快酒量贼好！,0,1,1,上海人,train
region,地域,4893,大家对潮汕人的印象是什么？,在广东，我以我是潮汕人为荣。,0,1,1,潮汕人,train
region,地域,2313,怎么看待东北人？,其实觉得东北很多好人，接触过的都挺好，也有可能是大学，高考选拔的层次比较高，所以大家的基本素养都比较高。,0,1,1,东北人,train
region,地域,2407,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,我个人很喜欢东北这块地和东北这块地的东北人。,0,1,1,东北人/东北,train
region,地域,1867,东北人怎么看待东北？,是家。 是亲切的口音，是热情的老乡。,1,1,1,东北人,train
region,地域,404,上海的地域歧视有多严重？,上海是全中国最包容的城市没有之一。,0,1,1,上海人,train
region,地域,846,作为一个沪漂，哪一瞬间被上海人震惊到了？,应该是行车文明吧。 车让人、交替通行，做得真是好啊！,1,1,1,上海人,train
region,地域,362,上海的地域歧视有多严重？,谁说的，上海是一座开放包容的城市，人们都很热情，我一个来自美国的五十岁老白处男现身说法，来上海后。,0,1,1,上海人,train
region,地域,5033,潮汕人给你的感觉是什么样子的？,1、学习很努力，经常自己就主动去学习。,1,1,1,潮汕人,train
region,地域,230,上海人真的都比较有钱吗？,上海人真的比较有钱，历史的机遇让城市发展，城市的发展红火了房地产！,0,1,1,上海人,train
region,地域,3864,外省人怎么看待浙江人?,1. 有钱，做生意的多，有经商头脑。,1,1,1,浙江人,train
region,地域,3265,为什么最近一年河南人的口碑突然变好了？,我遇到的河南人确实都不错，勤劳，诚信，还心灵手巧。,0,1,1,河南人,train
region,地域,4428,浙江对中西部省份的歧视为什么那么严重？,浙江对中西部地区有招生优惠的。,1,2,1,浙江人,train
region,地域,4371,浙江会在不久未来下落到第二梯队吗？,从这次疫情的表现大家心里应该已经对浙江有数了，我们大浙江就是牛呀！,0,1,1,浙江人,train
region,地域,4611,浙江的地域歧视严重吗？,不算很严重（我觉得浙江人还是很好的）。,0,1,1,浙江人,train
region,地域,1073,你眼中的上海人是什么样的？,上海人真的很会聊天，社交小达人大概说的就是上海人。,0,1,1,上海人,train
region,地域,5056,潮汕人给你的感觉是什么样子的？,潮汕人吗？ 我的妈妈是一名潮汕人，虽然我也不太了解，但是很多潮汕人，给我第一，感觉都是团结有钱。,0,1,1,潮汕人,train
region,地域,1665,东北人怎么看待东北？,闲适，安逸，舒服，自在，亲切，热情，富有生活气息。,1,1,1,东北人,train
region,地域,1528,东北人在南方好混吗？,东北人在江浙沪北广深的一般都是精英人才。,0,1,1,东北人,train
region,地域,3372,为什么最近一年河南人的口碑突然变好了？,百闻不如一见，亲身去河南玩了一趟，先去洛阳，整个城市环境还是人的素质很高，问路也很友好，然后去的登封，住的青旅。,0,1,1,河南人,train
region,地域,5045,潮汕人给你的感觉是什么样子的？,潮汕小姐姐是真的很温柔，好稀罕。,0,1,1,潮汕人,train
region,地域,1624,东北人怎么看待东北？,教育方面：受教育率全国前五，是三个省全部都在全国前五哦～我老家东北某省某农村，当地最骄傲的事情不是家里有多少钱。,1,2,1,东北人,train
region,地域,963,作为一个沪漂，哪一瞬间被上海人震惊到了？,不能算是震惊吧，甚至可能和无聊，但是的确这一次的见面和谈话让我从小就觉得上海的老爷爷老奶奶素质和性格都好温柔。,1,1,1,上海人,train
region,地域,2840,大家有亲身经历过地域歧视吗?,我在河南频繁出差半年多，我坚信河南人是地球上最好的一群人！,0,1,1,地域歧视,train
region,地域,1441,我想知道你们对上海人的评价是怎样的？,上海人不光靠自己的奋斗，也沾了非常大的历史的进程的光。,0,1,1,上海人,train
region,地域,3416,为什么最近一年河南人的口碑突然变好了？,我对河南的印象确实比较好，去过郑州，感觉是一座很朴实的城市。,0,1,1,河南人,train
region,地域,1569,东北人在南方好混吗？,室友是南方人。 很好很乐于助人的妹子。,0,1,1,东北人,train
region,地域,5010,潮汕人给你的感觉是什么样子的？,潮汕人给我的感觉是长得好看！,0,1,1,潮汕人,train
region,地域,3132,如何看待地域歧视或地域偏见？,我本来好喜欢南京这个城市，觉得他人文环境，经济发展等等都很棒。,0,1,1,地域歧视,train
region,地域,1057,你眼中的上海人是什么样的？,上海人其实绝大部分都很老实。,0,1,1,上海人,train
region,地域,1351,和上海人一起工作要注意什么？,我是在学校工作的上海本地土妞，同事上海和外地基本对半开，有听不懂上海话的同事在场大家都讲普通话。,1,2,1,上海人,train
region,地域,3225,为什么最近一年河南人的口碑突然变好了？,我觉得河南人挺好，我见过的北方妹子大部分比湖南非长沙本地妹子素质更高，也更有道德。,0,1,1,河南人,train
region,地域,1854,东北人怎么看待东北？,去过很多城市旅游，还是觉得东北最舒服，我也一直以我是东北人而自豪。,0,1,1,东北人,train
region,地域,3875,外省人怎么看待浙江人?,本人内蒙呼伦贝尔的，家安在了宁波，认识的浙江人都很勤劳肯干肯吃苦，而且很低调可能从穿着上不太能判断出来家里条件如何。,0,1,1,浙江人,train
region,地域,2505,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,记得小时候看小品都是东北腔，印象中的东北人豪爽义气，不拘小节，从小就对东北人有种好感觉得他们北方汉子幽默有男人味。,0,1,1,东北人,train
region,地域,2382,怎么看待东北人？,我觉得东北人挺好的啊，感觉很善良啊，贼拉喜欢东北人，想去东北上学，可惜太太太太太太太太太太远了，对东北人贼好感哈哈。,0,1,1,东北人,train
region,地域,1904,东北人脾气真的有那么暴躁吗？,谢邀。 不是东北人的脾气暴躁。,1,1,1,东北人,train
region,地域,3852,外省人怎么看待浙江人?,有个同学是浙江人，人挺好。,0,1,1,浙江人,train
region,地域,879,作为一个沪漂，哪一瞬间被上海人震惊到了？,来沪第八年，个人感觉上海是一个相对公平公正且办事效率较高的地方。,0,1,1,上海人,train
region,地域,3889,外省人怎么看待浙江人?,1、浙江人非常的自信。,0,1,1,浙江人,train
region,地域,2347,怎么看待东北人？,就事论事，我南方人在东北读大学，接触到大部分本地人都很好的。,0,1,1,东北人,train
region,地域,3851,外省人怎么看待浙江人?,江苏人答，浙江人给人最大的特点是商业头脑，胆子极大，全国都有浙江商会，属实厉害，佩服佩服。,0,1,1,浙江人,train
region,地域,4594,浙江的地域歧视严重吗？,感觉浙江人还是蛮团结的，感觉整个浙江都很棒，所以对内一般没什么歧视吧？,0,1,1,浙江人,train
region,地域,1808,东北人怎么看待东北？,吃的是真好吃。 锅包肉，烧烤，羊肉，米饭，黄瓜，茄子…,1,1,1,东北人/东北,train
region,地域,2340,怎么看待东北人？,【东北人】我对东北人颇有好感，不仅东北饭好吃，而且我认识的东北人整体比较靠谱，比我家乡的靠谱一些。,0,1,1,东北人,train
region,地域,4192,浙江会在不久未来下落到第二梯队吗？,一定不会！ 就这次疫情，浙江就值得第一梯队的表现！,1,1,1,浙江人/浙江,train
region,地域,1502,我想知道你们对上海人的评价是怎样的？,我喜欢上海，这里对年轻人真的很包容，天南海北的朋友都碰得到，各种小众文化在这里都不是小众。,0,1,1,上海人,train
region,地域,1447,我想知道你们对上海人的评价是怎样的？,在上海读大学读了四年，感觉年轻人整体素质高一些，穿着打扮也比较时尚。,0,1,1,上海人,train
region,地域,2300,怎么看待东北人？,本人亲身经历。 以前特别喜欢东北那个地方，高中班主任老公是东北人，豪爽幽默有趣，带着我们班学生都东北都挺向往。,1,1,1,东北人,train
region,地域,4096,浙江会在不久未来下落到第二梯队吗？,作为土生土长的杭州人，我从小对这个城市的印象就是从容淡定。,0,1,1,浙江人,train
region,地域,1321,和上海人一起工作要注意什么？,在中国职场，尤其外企，上海俨然已成实际上的商业首都。,0,1,1,上海人,train
region,地域,2700,网上各种黑东北，怎样和东北人相处？,2001年，东北人都是活雷锋;。,0,1,1,东北人,train
region,地域,5069,潮汕人给你的感觉是什么样子的？,潮汕女孩子非常漂亮，皮肤白皙，气质温婉。,0,1,1,潮汕人,train
region,地域,592,上海的地域歧视有多严重？,地域歧视不严重。 本人上海人，工作在科技公司，同事8成都是外地来的，互相没有任何歧视。,0,2,1,上海人,train
region,地域,4275,浙江会在不久未来下落到第二梯队吗？,看了回答，越发感觉浙江真好，这个问题已经成为了同乡聊天室，以及对隔壁市“传言”“听闻”的考证会了。,0,1,1,浙江人,train
region,地域,1870,东北人怎么看待东北？,东北人很可爱呀！ 憨憨么，实在呗。,0,1,1,东北人,train
region,地域,4188,浙江会在不久未来下落到第二梯队吗？,个人感觉，短期内至少不会，勤劳，致富；还有至小而大隐隐有一种身为浙江人的自豪感，为家乡做贡献！,0,1,1,浙江人,train
region,地域,1530,东北人在南方好混吗？,良心做人，专心做事，互相尊重，保持热心肠，咱东北人在哪都不差。,0,1,1,东北人,train
region,地域,1264,和上海人一起工作要注意什么？,我觉得，只要遵守公司大环境和规则（规则肯定都是积极向上的），上海年轻人都会让你们觉得如沐春风，比如每年过年。,0,1,1,上海人,train
region,地域,2121,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,1、东北在上世纪发展的真的不错，底子就不会太差，而且地大物博，土地肥沃，同样是种庄稼，但人家收入比你高。,0,1,1,东北人,train
region,地域,1043,作为一个沪漂，哪一瞬间被上海人震惊到了？,非沪漂。 发现上海的叔叔的幽默感与生俱来。,0,1,1,上海人,train
region,地域,4746,坊间都说潮汕人善于经商，是真的吗？有何体现？,潮汕商贾闻名寰宇，屡屡创造商界传奇；潮商领袖灿若繁星，多富可敌国。,0,2,1,潮汕人,train
region,地域,175,上海人真的都比较有钱吗？,上海郊区土著，家里人、亲戚全是上海的，没一个外地的，家里人学历都不错，爷爷那辈的都上过初中，爸爸那辈的都是大专以上。,0,1,1,上海人,train
region,地域,5052,潮汕人给你的感觉是什么样子的？,我就是潮汕人啊我觉得挺好的呀很友好都是自己人！,0,1,1,潮汕人,train
region,地域,3349,为什么最近一年河南人的口碑突然变好了？,因为我认识的河南人都很优秀，很友好。,1,1,1,河南人,train
region,地域,1628,东北人怎么看待东北？,1. 从风气来说，我认为东北是一个相当自由的地区。,0,1,1,东北人,train
region,地域,878,作为一个沪漂，哪一瞬间被上海人震惊到了？,上海人敢于奉献和牺牲。,1,1,1,上海人,train
region,地域,1883,东北人怎么看待东北？,说一个点吧，在东北不会出现你想上学但是没学校的情况。,1,2,1,东北人/东北,train
region,地域,2718,网上各种黑东北，怎样和东北人相处？,我所遇到的东北人都很好。,0,1,1,东北人,train
region,地域,2740,网上各种黑东北，怎样和东北人相处？,正常相处就好，他对你好，你对他好，挺好相处的。,0,1,1,东北人,train
region,地域,4148,浙江会在不久未来下落到第二梯队吗？,一句话：浙江靠的不是资源，靠的是人的脑子。,1,1,1,浙江人,train
region,地域,3307,为什么最近一年河南人的口碑突然变好了？,因为河南人本身就很好，踏踏实实做自己，口碑自然越来越好。,0,1,1,河南人,train
region,地域,4882,大家对潮汕人的印象是什么？,非利益往来，如学生读书时代，感觉潮汕人很好相处，内部道德有秩序。,0,1,1,潮汕人,train
region,地域,3167,为什么最近一年河南人的口碑突然变好了？,河南人本来就很好。 因为郭嘉开始提“文化自信”了。,0,1,1,河南人,train
region,地域,3832,外省人怎么看待浙江人?,有经济头脑，有钱。 曾经看过电视台的某个新闻，至今让我印象深刻。,1,1,1,浙江人,train
region,地域,1405,我想知道你们对上海人的评价是怎样的？,在上海呆了5，6年了，可以说对上海人评价非常高，尤其是年轻一代。,0,1,1,上海人,train
region,地域,3522,河南人为什么被称作中国的吉普赛人？,我只接触过河南林县人和新乡县人，还是很朴实可亲的。,1,1,1,河南人,train
region,地域,1629,东北人怎么看待东北？,没有任何一个地方可以取代东北在我心中的地位，因为这里就是我的家。,0,1,1,东北人,train
region,地域,304,上海人真的都比较有钱吗？,当然不是。 哪里都有富的、中等的和穷的。,1,1,1,上海人,train
region,地域,1286,和上海人一起工作要注意什么？,其实我觉得上海人还是非常好的。,0,1,1,上海人,train
region,地域,5066,潮汕人给你的感觉是什么样子的？,贤惠，勤快，长得好看，有生意头脑，优点数不尽，可惜我是个假的潮汕人。,1,1,1,潮汕人,train
region,地域,3332,为什么最近一年河南人的口碑突然变好了？,1、河南大水期间，河南人各种英雄事迹层出不穷。,0,1,1,河南人,train
region,地域,3423,为什么最近一年河南人的口碑突然变好了？,我认识的十来个河南人里面，非常和善，好客，而且无私。,0,1,1,河南人,train
region,地域,3417,为什么最近一年河南人的口碑突然变好了？,这是什么牛马提问？ 因为河南人本质就不坏，只是一些用不良用意的人在网上，jb带节奏。,0,1,1,河南人,train
region,地域,4993,潮汕人给你的感觉是什么样子的？,我遇到的潮汕男人，大部分都是老板，或老板亲戚，潮汕男人普遍家族都有做生意的，潮汕这个宗族异常团结。,0,1,1,潮汕人,train
region,地域,630,上海的地域歧视有多严重？,来上海5年吧，一直没觉得上海排外，都是在网上看到的，也可能是身边的同事朋友素质都比较高吧。,0,1,1,上海人,train
region,地域,2073,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,第一，东北本来就不穷，人均GDP在国内也是上游！,0,1,1,东北人,train
region,地域,810,作为一个沪漂，哪一瞬间被上海人震惊到了？,96年到2000年在上海呆了四年，有很多温情的画面仍然在脑海里出现。,0,1,1,上海人,train
region,地域,1482,我想知道你们对上海人的评价是怎样的？,幽默，直率，大大咧咧，有情趣，just，like，me。,1,1,1,上海人,train
region,地域,2471,最近知乎/微博上有很多人在不断的控诉东北的社会现象和东北人，对此你怎么看？,我对东北没什么意见，本身也是很爱吃面食的南方人，读书期间遇到的东北同学也没有奇葩的，甚至好些妹子还长得挺好看的。,0,2,1,东北人,train
region,地域,5021,潮汕人给你的感觉是什么样子的？,潮汕人团结，讲义气，宗族观念很强。,0,1,1,潮汕人,train
region,地域,909,作为一个沪漂，哪一瞬间被上海人震惊到了？,上海人真的没那么冷漠！,0,1,1,上海人,train
region,地域,3899,外省人怎么看待浙江人?,优点:聪明、勤奋、务实、讲道理。,1,1,1,浙江人,train
region,地域,2839,大家有亲身经历过地域歧视吗?,我是不喜欢各种地域黑，也不认同各种地域黑。,0,2,1,地域歧视,train
region,地域,4990,潮汕人给你的感觉是什么样子的？,我曾经在广东读过几年书和潮汕人有过一些接触，潮汕人总是会给人一种相当独立和精明的感觉。,0,1,1,潮汕人,train
region,地域,1266,和上海人一起工作要注意什么？,正是答案：做正常的你，努力工作，有礼貌，公私分明。,1,1,1,上海人,train
region,地域,3654,中国被地域歧视黑的最严重的地方是哪里？,东北其实不算，被黑的点主要是人口流失，但是现实里谁不想东北人做朋友呢，有趣，仗义。,1,1,1,东北人/浙江人/东北,train
region,地域,1195,和上海人一起工作要注意什么？,江苏江北人在上海四年了～呆过三个公司都是基本上海人的那种～表示相处的很愉快，因为我本身就是那种有社交恐惧症的人。,0,1,1,上海人,train
region,地域,2251,怎么看待东北人？,东北本地人，非常实在，好相处。,0,1,1,东北人,train
region,地域,1037,作为一个沪漂，哪一瞬间被上海人震惊到了？,我来回答一下吧！ 这是刚刚我拍的照片，上海地铁人民广场站，大家乘坐电梯的时候基本上都能做到左行右立，留出一个通道。,1,1,1,上海人,train
region,地域,5035,潮汕人给你的感觉是什么样子的？,潮汕女生出名贤惠。 整个潮汕地区给我的感觉一是经商厉害，二是非常团结。,0,1,1,潮汕人,train
region,地域,1976,为什么我周围的绝大多数东北人的家境都比我好，有些甚至好特别多?,东北不穷也不破，东北农村能拍电视剧上央视。,0,1,1,东北人,train
region,地域,3314,为什么最近一年河南人的口碑突然变好了？,一小小小挫人真能代表河南一亿人吗，我从来就对任何地方的人都没有地域歧视。,1,1,1,河南人,train
region,地域,3477,我不知道为什么总有很多人骂河南人，到底河南人惹了你们什么地方了？河南人跟你们有仇吗？,我对河南人的印象:河南是中国文化发源地，理学发源地，大气候上人们都知书达理。,0,1,1,河南人,train
region,地域,2716,网上各种黑东北，怎样和东北人相处？,如果你真的相信网上说的，那你干脆别相处了，如果你不相信你还是试着和东北人相处一下看看，东北人自带喜感。,0,1,1,东北人,train
region,地域,1792,东北人怎么看待东北？,单纯讲受过教育的东北人大多数都是好人，善良、勇敢、有担当。,0,1,1,东北人,train
region,地域,1727,东北人怎么看待东北？,爱东北，心在这里，愿守护白山黑水，守护每一个巴洛克风格城市，守护这里热情爽朗的人。,0,1,1,东北人,train
region,地域,4044,浙江人为什么大多只和本省的人结婚？,这跟浙江也没太大关系吧，不都更喜欢跟本省的人结婚吗？,1,2,1,浙江人,train
region,地域,4918,大家对潮汕人的印象是什么？,潮汕，世界的中心，宇宙文明的发源地，世界美食之乡。,0,1,1,潮汕,train
region,地域,1283,和上海人一起工作要注意什么？,说实在的，上海人是我接触过的文明礼貌守规矩程度最高的群体。,0,1,1,上海人,train
region,地域,1925,东北人脾气真的有那么暴躁吗？,没有啊，东北人脾气那是老好了，因为自己家里有钱过得好，为啥要那么暴躁呢？,0,1,1,东北人,train
region,地域,4558,浙江的地域歧视严重吗？,我对义乌，慈溪，诸暨这三个地方是很敬佩的，他们比较厉害，经济也是数一数二的，只要说到是这里人，就知道他们有钱！,1,1,1,浙江人,train
region,地域,4701,浙江的地域歧视严重吗？,外省人对浙江人的印象基本都是正面的吧，有钱，聪明。,0,1,1,浙江人,train
region,地域,5072,潮汕人给你的感觉是什么样子的？,潮汕人给人的第一感觉就是勤奋好学。,0,1,1,潮汕人,train
region,地域,2763,网上各种黑东北，怎样和东北人相处？,好相处，东北人都挺好的。,0,1,1,东北人,train
region,地域,4293,浙江会在不久未来下落到第二梯队吗？,没这样的感觉，浙江一直都发展不错啊。,0,1,1,浙江人,train
region,地域,2306,怎么看待东北人？,我觉得真正的东北人不是单纯的粗犷，而像是一种乐观，一种饱受磨难后大彻大悟的乐观。,0,1,1,东北人,train
region,地域,3827,外省人怎么看待浙江人?,我接触过的，多数都是聪明，勤奋。,1,1,1,浙江人,train
region,地域,3550,河南人的风评为什么一直不高？,河南最近两年风评真的好多了。,0,2,1,河南人,train
region,地域,1794,东北人怎么看待东北？,我感觉这块又舒坦又自由，有点两极化吧，坏人是有的，但正常的热心好人占太大多数，然后把，就是比较舒坦，自由。,1,1,1,东北人/东北,train
region,地域,4780,坊间都说潮汕人善于经商，是真的吗？有何体现？,1、潮汕人豪爽、健谈，一壶功夫茶就能说天下。,0,1,1,潮汕人,train
region,地域,4282,浙江会在不久未来下落到第二梯队吗？,作为一个出身普普通通的浙江中产阶级家庭的浙江学子来答一发，我觉得作为一个浙江人挺骄傲的，民风开放，藏富于民。,0,1,1,浙江人,train
region,地域,796,作为一个沪漂，哪一瞬间被上海人震惊到了？,浙东女孩在上海。 在上海感受到了我在浙江都没感受到的男女平等。,0,2,1,上海人,train
region,地域,1485,我想知道你们对上海人的评价是怎样的？,上海男人不错，性格挺随和，也是喝一杯啤酒就能称兄道弟，为人谦和，上海男人脾气是真的好。,0,1,1,上海人,train
region,地域,5013,潮汕人给你的感觉是什么样子的？,俊男美女很多，喜欢做生意创业。,1,1,1,潮汕人,train
region,地域,4430,浙江对中西部省份的歧视为什么那么严重？,没有的事！ 因为浙江人到外省去都不麻烦别人，有骨气靠自己，靠勤劳智慧慢慢使自己过上好日子，而且浙江民风比较纯朴。,1,1,1,浙江人,train
region,地域,383,上海的地域歧视有多严重？,先回答题主的问题，几乎没有影响，而且上海的政府机关是我见过最人性化的，就我打过交道的户口护照驾照派出所等举例。,1,1,1,上海人,train
region,地域,4587,浙江的地域歧视严重吗？,我是浙江丽水的，一个基本大部分浙江人也不知道的地方，现在在杭州上学，没有什么感觉地理歧视，每个县市的同学也都很好啊！,1,2,1,浙江人,train
region,地域,2669,网上各种黑东北，怎样和东北人相处？,个人感觉，东北人非常非常团结。,0,1,1,东北人,train
region,地域,1162,和上海人一起工作要注意什么？,经济越发达的地区，文明程度越高！,1,1,1,上海人,train
region,地域,3283,为什么最近一年河南人的口碑突然变好了？,本来就不差啊，去洛阳街头看看，南来北往的行人个个不化妆都能上电视，帅哥肩宽硬朗，美女妩媚动人。,1,1,1,河南人,train
region,地域,2362,怎么看待东北人？,之前看乡村爱情，对东北很有好感。,1,1,1,东北人,train
region,地域,357,上海的地域歧视有多严重？,说个好玩的。 我有很多上海的朋友，素质非常高。,0,1,1,上海人,train
region,地域,4164,浙江会在不久未来下落到第二梯队吗？,和浙江人做生意舒适，大部分讲信用，不会恼羞成怒胡搅蛮缠。,0,1,1,浙江人,train
occupation,职业,26869,护理专业的学生不想当护士怎么办？,考了个研学康复，发现护理还挺香。,1,2,1,护理职业,train
occupation,职业,25768,“农民工”，“新生代农民工”的称呼是否具有歧视性？,农民工有田，有宅基地，好歹饿不死，有退路。,0,1,1,工人农民,train
occupation,职业,28125,我成为程序员后感觉情商变低，怎么办？,不觉得程序员情商低，工作中只要告诉我需要告诉的，把分内工作完成，就是个好同事了。,0,1,1,程序员,train
occupation,职业,26173,为什么「工人」和「农民」成了不体面的代名词？,没觉得，干最苦的活拿最干净的钱，从心里不觉得他们下等。,0,1,1,工人农民,train
occupation,职业,26316,人大代表建议倡导媒体不使用「农民工」等语言，「农民工」这一称谓是否存在歧视性？,在我国，工人和农民的地位是最高的。,0,1,1,工人农民,train
occupation,职业,26656,你为什么热爱护士这份职业?,我为什么热爱护士这份职业，我一直在想这个问题，也一直在这条道路上努力走的更好。,0,1,1,护理职业,train
occupation,职业,27742,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,不是门槛低，而是地位低，懂？,1,2,1,新生代农民工/程序员,train
occupation,职业,27412,2020 年北京市外来新生代农民工监测报告发布，报告显示从事信息软件相关人群占比大幅提高，意味着什么？,意味着关注重点发生了变化，码农的政治待遇即将提升。,0,1,1,新生代农民工,train
occupation,职业,27865,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,程序员门槛挺高的，除了熟练语言要会计组，操作系统，网络，数据库，数据结构算法等，还要会数学和英语。,0,1,1,新生代农民工/程序员,train
occupation,职业,27923,我成为程序员后感觉情商变低，怎么办？,我并不觉得我的情商变低了！,1,2,1,程序员,train
occupation,职业,27673,我有个问题为什么国家定义程序员新生代农民工，而不是高端或科技人才，这说明程序员门槛低吗？,门槛不低，大部分人根本没有成为合格程序员所需的天赋。,0,2,1,新生代农民工/程序员,train
occupation,职业,25800,“农民工”，“新生代农民工”的称呼是否具有歧视性？,恰恰相反，农民工其实才是这个时代最先进的群体！,0,1,1,工人农民,train
