Question	Potentially_Pejorative
犯罪率是抓了才算的,美国警察专抓黑人,犯罪率能不高吗？	Potentially
夸张了吧，白人不是歧视黄种人，怎么还会主动跑去黄种人家里？	Potentially
别女人女人男人男人的，你既然知道男人家暴和你没关系，家庭妇女和我的职业前途就得挂钩了？	Potentially
高度自治权就是歧视同胞？人家老外说的没错啊，为啥中国人去香港还要港澳通行证，北京是首都是政治中心吧，也没听说过要北京通行证，所以这条规定就是歧视，还解释，解释啥，你的歪理？？？	Potentially
别说别人歧视，中国自己的某些做法简直就说求歧视，收了20多年的洋垃圾，人家不歧视中国歧视谁？	Potentially
美国人歧视华人、中国人歧视河南人，这是客观存在的事实，不是你觉得自不自豪的事，您说出日本人杀中国人的时候也是那么自豪吗？	Potentially
难道找个黑人老公就是媚黑，找个外国对象就是崇洋媚外？？？	Potentially
就算洋垃圾不来伤害女性，国男自己对女性做的恶还少？	Potentially
看了你的图片，我决定让网络暴力喷洒我一下：不吃肉还算男人？	Potentially
怎么这游戏连个母的都没有是不是歧视女性？	Potentially
我有说过“非洲裔美国人”没有受到歧视吗？	Potentially
“嫩球大了”是河南人？	Potentially
你说大农村就大农村了？天津之前落后几年就随便什么人都踩两脚？还过气有本事你上报中央取消给广州啊？广东比比赚钱还好说，比教育？广东的教育水平能跟天津比？义务教育达到100%了吗？高等教育的百分比有多少？	Potentially
怪上海的小市民也是无语了，深圳，北京房价难道比上海低么？超高房价的始作俑者就是政策，要怪就怪政策制定者，说这政策伤天害理不为过	Potentially
问题在于真正的黑人犯罪率也没离谱到什么程度啊？	Potentially
黑蜀黍哪次都是这个德行，打着不满旗号打砸抢烧，平时黑人犯罪率也极高，单亲七成，喜欢欺负亚裔，你还同情黑人吗？	Potentially
为啥有的拉丁裔算黑人有的拉丁裔算白人？,作为受害者就算黑人作为警察就算白人？,美国警察各种族的都有，白也有黑也有，劳模也有，亚裔也有，你要说他们最终都变成种族歧视黑人也是有意思，大概遇到黑人罪犯太多了，比例太高了，不这么警惕的估计都死了，	Potentially
看不起中国人，谁给的勇气？是因为子弟兵在汉城呆的时间过短所致？	Potentially
底层的白人依靠警察来保护，底层的黑人沦为牺牲品…为什么不是反过来？	Potentially
那男同的艾滋谁传染的？	Potentially
美国黑人犯罪率高说不得 怎么到咱这也搞这套？	Potentially
中国人有几个不歧视黑人？	Potentially
外省人吃的惯清淡的口味？我一直以为广东以外都是重口味的，没有地域歧视，因为我遇到的外地人十有九都偏重口味，包括我的江浙朋友，他们不算很重，但是偏重	Potentially
正常的男人是你这样的，但是也有傻大叉只看美貌，不然你看社会上有那种很漂亮品性很差又一无是处的美女单身的吗？美女再差也是被男人挑选了[捂脸][捂脸][捂脸]	Potentially
哦不喜欢林书豪就是歧视黄种人？你咋这么容易被歧视呢？跪久了站不起来了？	Potentially
大约一年多前吧，我那时天天翻墙，喜欢谷歌翻译看欧美日韩的新闻和论坛（谷歌的英文翻译还是比较准的，日语韩语的翻译就比较奇葩，但大致能看明白），结果在雅虎日本看到日本网友都在声讨澳大利亚种族歧视，要抵制澳大利亚旅游，所以你说呢？	Potentially
你是有多恨女性……你没有妈妈奶奶吗？？你未来也许会有一个女儿呢？？对中国女人被歧视这么幸灾乐祸，原因竟然是6亿分之几的女孩在这个问题下面没有力挺han？？？	Potentially
歧视客家人吗，难道只有白话才配叫广东话？深圳客家人和潮汕人非常多	Potentially
外省对浙江的歧视？ 有没有搞错…	Potentially
就白人那种肤色，白得跟廉价石灰墙似的，还带渣子（雀斑），自己看都不恶心么？中国人自古喜欢的白就是“肤如凝脂”，	Potentially
没必要，也洗不白，河南人偷井盖，山西都是人贩子，北京人是优越狗随随便便哪一条是人说的话？	Potentially
同感，现在的男人都这样了吗？吓人	Potentially
哈哈哈，北京人民也困苦到偷井盖啦？	Potentially
现在知道换位思考了？白种人歧视黄种人的时候你可有站出来让他们换位思考？	Potentially
华人也配歧视黑人？黑人公开模仿小眼睛，唱打劫中国人的歌，他们是爷，	Potentially
河南人偷井盖是什么？	Potentially
别看地摊文学YY了，平常接触过几个巴基斯坦人?我保证你接触多了巴基斯坦人会觉得恶心，比黑人都不如，根本不是网上传说的那样友好	Potentially
你以后不会结婚了吧，或者会找一个女性艾滋患者结婚并且不要孩子吧？	Potentially
我最近评论了一个讲泫雅的微博，我对她没什么感觉，博主的标题大概就是韩国女星都有暴露癖吗？	Potentially
歧视黑人会被抓吗？如果不会……算了，	Potentially
觉得黑人难看就是种族歧视了？答主你这张配图真的很恶心,强行跟种族歧视搭边让人怜悯？	Potentially
你结论是啥?华人被歧视是因为母国太强了[捂脸]，那真是对不起了，我作为中国人给受歧视亚裔道歉，如果可以，我甚至愿意在其坟前三鞠躬表达歉意[耶]	Potentially
尊重是互相的，你一直呼吁国人不要歧视黑人，你敢不敢呼吁黑人首先管好自己，不要欺负别的种族呢？既然他们做不到，为什么，	Potentially
黑人双标不对，白人歧视也不对，到底什么才是对的？	Potentially
所以你也认为在河南抢井盖不算抢对不对？	Potentially
然而高考名额分配那么恶心，您好歹在安徽干活，不要这么恶心我们安徽人好吧？	Potentially
为什么要管日本人他们怎么看我们・_・?,你觉得美国会真的在乎别的国家说他们霸权主义，言行不一吗?,日本真的很在乎其他亚洲国家diss他们虚伪至极，篡改历史吗?	Potentially
种族歧视的国家黑人地位高？	Potentially
有，朋友去西安被歧视了：四川人都是矮子吧？	Potentially
排华法案的制定的原因是什么？为什么只排华，不排黑人，爱尔兰人呢？	Potentially
凭良心讲上海排外吗？[好奇]	Potentially
问题是新增艾滋男性占了十之八九，难道男人喜欢和黑人 ？	Potentially
中国女生同样也是被歧视的对象，而且男生歧视了还能打回去（参考热评答案），女生歧视了最多骂回去甚至不敢说话，女生不是不想打回去，但体力原因被打的可能性更大[捂脸]所以，大家都是同胞，被种族歧视已经很惨了，还要加一层性别歧视吗？	Potentially
现在香港黑帮走私电子产品了，有钱赚谁tm冒险做坏事啊？赌场什么的还好，中国这事态毒品和威胁卖淫不是死路一条？	Potentially
你觉得NBA球迷会有人歧视黑人吗？	Potentially
说几句话就被人揍死了，你这算是歧视黑人暴力倾向吧？ 所以你装了半天的政治正确黄左，结果骨子里也是种族歧视？	Potentially
香港还能买到黑鬼？	Potentially
所以他们说“男人还有底线呢”时，我是一个普通无害的做题家就得闭嘴老老实实站着挨骂 他们说“河南人原来不偷井盖吗”时我是一个普通无害的市民我就只能眼睁睁的看着他们叫喊？	Potentially
难道不是因为黑人自己不争气才被歧视的吗？何来的弱势？	Potentially
因为黑人犯罪率高，所以就要把全部黑人都隔离起来？	Potentially
关女权啥事了啥玩意评论啊这是这女的有鬼就有鬼呗关女权啥事天天骂女权女权杀你m了？而且女权是要求平等不是把男人踩在脚底，无语了，	Potentially
垃圾话？那你见过垃圾话骂黑人尼哥的没？别在这儿扯垃圾话，垃圾话就可以随便说了？	Potentially
世界对女人恶意，女人就对男人恶意？	Potentially
先说啊，我没艾滋的，之前因为好奇逛了逛艾滋病吧，那个百度贴吧里好像只要是男的都是gay呀，什么情况嘛？	Potentially
妈呀，即使他们有很多问题就可以被人说成劣等民族了？奥巴马夫妇也是黑人，人家是劣等不？ 河南人有一亿多人口，但河南人偷井盖，广东那边残疾人后面团体都是河南人为主，他们河南人是不是所有也该被谴责	Potentially
东北……那不是黑社会，上下所有人都这样，大概是民风彪悍的原因？	Potentially
你没有理解我的意思，骂中国人，亚洲人的时候就是言论自由，骂黑人同性恋就不能骂，懂吗？	Potentially
？挺离谱的是台湾人吧？台湾人都是叛国贼	Potentially
请先去看视频弹幕再来交谈，说印度脏乱差，印度人脏用批评这两个字不恰当吧，这和美国的黑人歧视有什么分别？？	Potentially
绝大部分女性都经历过露阴癖、性骚扰、性侵犯？？？	Potentially
广东又来背锅？？？	Potentially
这年头地域黑的基本上都是社会最底层，或者暴发户，所以不用怕出门被歧视，论惨河南人更惨吧？	Potentially
黑人地位高？ 你看看贫民窟里黑人多还是白人多？	Potentially
你以为华人只是种族歧视的最底层？	Potentially
你这偏颇的观点跟那些看了那些杀妻新闻，就嚷嚷着国男都是男蛆的伪女权有啥区别？[飙泪笑][飙泪笑]惹人发笑	Potentially
别逗了，男女都休产假就能解决职场歧视？	Potentially
你怎么不说男权吧，重男轻女吧，男尊女卑吧是毒瘤?看你的点赞数就知道中国多少男性心里那些恶心的想法	Potentially
而且为什么不是去查男的？那个拿着机器的女的真贱	Potentially
我能说这样的男孩子是我的理想型吗？我觉得男孩子善良就很好有点娘可以接受（不像某些男人压根不尊重女性，在网上键盘侠各种侮辱）	Potentially
不需要日语学生的简历并不代表需要歧视日语系的学生啊，那我不是同性恋，是不是可以歧视所有男同胞了？	Potentially
也就是这个前秘书长是个白人至上主义者？歧视黑人，甚至给病人打艾滋病毒？如果是真的，那真™……	Potentially
你情我愿？谁能确定是你情我愿，女的一口咬死是强奸男的又能如何	Potentially
你讨厌种族歧视的人,你歧视黑人？,你讨厌自己？	Potentially
那女性判什么刑？	Potentially
同等搞笑你看谁？男性你最多骂句菜比，如果是女性的话你心里会很爽：看这女的菜的，还是男的牛逼	Potentially
因为歧视精神病人啊……这还用问吗？——这和 远离河南人、远离黑人、远离酒吧、远离东北、远离艾滋病、远离XXXX 有什么区别 ？红丝带运动 都有了多少年了……	Potentially
我不是种族歧视，但是黑人真的是劣等民族？	Potentially
江苏这么落后？	Potentially
后面搞笑个毛，上面有链接，下一张是一个亚裔站在美国奴隶主旗帜的照片，搞笑？	Potentially
[害羞]普通且自信只能适用女人，，劣等国男也配？？	Potentially
地兽是文雅的，吊癌和黄渣听过么？屌丝直男癌，黄种人里面的国男人渣，一般的男人在他们眼里，不是人	Potentially
惹我河南人 有井无盖 ??	Potentially
日本年轻人不生娃就是缺乏责任，自私，我们广大农村还一个个生是有社会家庭责任感了？印度人更有责任感？日本人还容易受挫？	Potentially
enmmmm，可是你知道吗，在国外都是白人黑人歧视黄种人……你觉得这一现象是值得被鼓励的？歧视这本来就不应该存在，我们去歧视他们，只能更加重这个有害社会健康的东西，明明就不应该存在歧视这种现象，听你说话真有够恶心了	Potentially
我就想说那些女的看见pg对女性的侮辱什么想法？说过的话等于泼出去的水自己打脸吧	Potentially
我是桂林人，以前初中四川的英语老师地域歧视我们广西，还叫我们以后出门介绍自己别说自己是广西人否则人家觉得你很懒……这里有四川的兄弟姐妹吗……给我说说看，你们四川人是不是都觉得广西人懒？	Potentially
不久前听一个女人说过：男人都是狗，你说的狗也是指男人吗？	Potentially
歧视黑人也不是没有原因，上街游行就游行呗，你们就不能像甘地一样非暴力不抵抗？境界太深做不到是吧，	Potentially
一说美国就拉民族主义大旗，一说河南就自卑认为别人歧视你，合着杜兰特在欺压我们祖国？合着科比死了你也放了鞭炮庆祝吧	Potentially
请问嫁给黑人的女孩们要彩礼了吗？	Potentially
男人的嘴骗人的鬼？？？	Potentially
决定不婚不育当然是真心啦婚姻就是压迫女人的不然你在这跳脚什么呢？	Potentially
东北人怎么就不咋地了，坏人哪都有，网上天天黑xx省xx市的 你能说那都是垃圾？	Potentially
算我求你，你素质差能不让东北人背锅吗？就因为你这样的人东北人天天被骂	Potentially
抗吧偏左那抗吧怎么那么多看不起黑人的帖子？歧视黑人那不是右翼的典型特征？	Potentially
或许有种立场是家暴的施暴者是被对方作出来的？如果换一个女人和他在一起就不会变身成施暴者了吗	Potentially
求求了,老黑别来中国,宁波广州还不够吗？骇人听闻的事情做的太多了,反正老黑再好也别来中国,我看老黑就是看动物	Potentially
起码不是母婴传播而得的艾滋病啊，那种传播途径还能活到他这个年纪？大家都懂年轻男性得艾滋的最大原因，何必杠呢？	Potentially
女的就可以乱摸胸？对不起不论男女这都是性骚扰行为好吗？	Potentially
黑人口音是怎么形成的? 地域不同 造成口音不同, 还能理解, 人种不同, 但在同一个地方的, 为什么会有口音的差别?	Potentially
河南人又背锅了(??ω??)	Potentially
为什么电视剧里面出现一个坏女人就说明编剧对女性的歧视?还是女人全是好的?女权真的很恶心	Potentially
女人不能生，男人出轨就要被女权婊们骂的狗血喷头，好家伙男人没有生育能力，女人出轨就是理所应当？	Potentially
？？？你从哪里听来的国内男性被生理厌恶了？	Potentially
jb地域黑，这视频里东北男的就是欺软怕硬的狗，小烧烤喊麦玩的挺6啊，偷东西这么横，是个案吗？不，是传统吗，有点像？打的你这狗叫你熄火就熄佛，老老实实做人，不当中国人，当狗有意思？	Potentially
为什么女人就必须要嫁人？	Potentially
从你的回复里可以看出来你觉得学位就是华人的命啊，但华人只需要上学就够了吗？难道不需要在其它地方不被歧视吗？北美学术界华人之所以大放光彩就是因为学术评价相对客观用论文质量来说话，但是放到企业呢？	Potentially
南方人确实喜欢骂人 但东北人也不能这样欺负人家啊 我想知道他到底具体骂人家啥了？	Potentially
送河南同事一个包着蝴蝶结的大井盖，然后说“心里有歧视才看什么都是歧视”？	Potentially
为什么没人吐槽破产姐妹里歧视亚裔阿憨，这难道不是歧视亚洲人吗？	Potentially
黑人不应该被歧视嘛？[好奇]	Potentially
什么鬼？但丁不是男的吗？魔鬼？	Potentially
难道你赞同女性=老弱病残？？？	Potentially
中国威胁在朝鲜之上？这新闻真的不是在辱华吗？	Potentially
我们自己还歧视黑人 歧视印度 呢 印度火车那么多人不都是国内报道的、这就是刻板印象、别说歧视外国人了 河南人不被骂还是东快傻不被骂？	Potentially
所以女人注定要低男人一等？	Potentially
你能把个例和普遍性现象说成一样吗？黑人群体的艾滋是不是大名鼎鼎？能和别的个例一样处理吗？这里我也没兴趣谈白人和性工作者	Potentially
社会歧视女性与女的吃香有什么逻辑关系吗？	Potentially
虽然我们都知道黑人素质低的很多，但你难道在采访里说黑鬼？	Potentially
这也见地域黑，河南怎么啦？撬你家井盖啦？	Potentially
军婚给我看蒙了，她抢的男人非富即贵，为啥找个没钱的兵哥？	Potentially
这个时候那些爱管闲事的上海大爷大妈怎么不出来骂人？骂上海话,噼里啪啦的口水喷了黑人一脸那才叫个爽啊[调皮][调皮][调皮][调皮][调皮][调皮]	Potentially
那么问题来了，女士优先和绅士风度到底算不算对女性的歧视？	Potentially
问题是非处女会骗人啊，这些女人不敢对自己的行为负责，你怎么看待处女膜修复手术呢？那难道不是我们这个礼仪之邦最虚伪的东西吗？	Potentially
你的数据支持呢？我说女性出轨率高于男性	Potentially
女的女的，你就这么歧视女性，你肯定是个?男的?吧	Potentially
你硬要扯性别矛盾，那你看看男司机撞死人多还是女司机呀，男杀人犯多还是女杀人犯多呀？ 劳烦你去微博和女拳打拳吧	Potentially
呵呵，老回说的没素质的东北人？老回说东北人整体素质低，这不是指的少部分人，而是攻击整个东北人群体	Potentially
你到底懂不懂什么叫群体歧视？你见过国外脱口秀白人说黑人都是垃圾的嘛？你见过国内脱口秀说女性都是垃圾的嘛？什么节目效果？她咋不敢说中国人都是垃圾呢？你让她说出来试试？怎么中国男的是好欺负？	Potentially
我觉得嫁给黑人的女人，都是自我逆向淘汰，和黑人离婚后，如果婚后有黑孩子，无论贫穷老幼哪个男人愿意接盘？如果没有黑孩子，恐怕年龄也超过30岁了，再加上有黑人婚史，哪个智力正常的男人愿意接盘，	Potentially
我不是河南人 为什么要强调下河南人？你这是地域歧视你的爸爸们吗？	Potentially
在歧视亚裔或华人问题上，是欧洲严重还是美国严重，各有什么特点？	Potentially
如果我选择坐在黑人旁边 难道我歧视白人？	Potentially
别说你一个男人了，我一个女人都想不通为什么她们一个个要嫁给黑人，难道个个都是奥巴马？还是曼德拉？	Potentially
台湾有台积电，你说他落后？我觉得只是有些人知硬而已	Potentially
不好看就是不好看，黑人嘴凸好看吗？就算不说美观问题，	Potentially
新疆人就是恐怖分子？	Potentially
这意思是要白piao，还要精神损失费，纳尼？来中国的老外大多什么阶层的心里要有b数，整天云diss国男，还要吸国男的血，杀人还要诛心啊，	Potentially
合着那些人就是主流？现实中有几个人敢这样大放厥词，搞种族歧视，有几个人说印度人越南人是劣等民族？	Potentially
男人都是骗子，他最后还不是开始送外卖了么？	Potentially
你知不知道每年有多少留美中国籍同胞受到你所谓的“弱者”的暴力歧视导致破产、残疾甚至死亡？在以美国为首的西方国家，最基础的歧视链就是：白人→黑人→以中国人为代表的亚裔黄种人另外，在大概13、14年的时候，	Potentially
为什么gay圈滥交这么严重？	Potentially
为什么非要倒贴呢？女人在日本地位很低微的	Potentially
其实我一直有个疑问，跟直男相对的不是弯么？为什么直男还有直男癌变成了一个贬义的词？意思是不是同性恋的都该骂么 到底啥意思	Potentially
这叫玻璃心？试问有中国人会在公开给黑人的某个节日祝福的视频里说祝各位黑鬼节日好的吗？真的无语	Potentially
香港别的不说，服务态度不是出了名的差？全世界发达地区还能找出一个像香港这样态度恶劣的地方？如果说仅仅歧视大陆人也就算了，香港那些餐饮店对本地人都一样黑口黑脸的，我想不出全世界稍微发达点的，有哪里是这种服务态度	Potentially
这么喜欢找国内问题的话，那就不要歧视黑人好咯，个个争做城市好cuck公，把女儿嫁过去彰显zz平等？每个国家都有歧视，所以被当地你高贵黑人歧视时倒是缩头了？就不能骂回去？	Potentially
鄙视混混可以，但别把北京老炮叫混混，老炮几十年前就收手了，跟电影里一样，有老师有老板有闲在家的，那个是你说的杀人放火的混混？你境界这么高敢问你是混北城还是南城的？跟谁混的？又见过那个？还是连电影都没琢磨懂？	Potentially
中国人没有使用暴力的权利，你想被关进去？	Potentially
有些女人看似抱怨实则在秀[飙泪笑][捂嘴]，真实一点不好撒？	Potentially
为什么现代中国男性受歧视的现象总被忽视？	Potentially
男男恶心，看这种文章的人是什么样子的？	Potentially
为什么国女不帮国男，你们心里没数吗？平时性别歧视的也是国男，打压女性生存空间的还是国男，	Potentially
谁踏马说东北人一定要打人了，谁啊？站出来	Potentially
全体云南人都会打人喽？	Potentially
你是印度人吗？还两个礼拜一起强奸案，无语	Potentially
卧槽，你们在说啥子？尼采不是嫖娼感染性病才仇视女人的？	Potentially
不觉得答主真的只讲女性的性别歧视吗？	Potentially
那美国对亚裔的歧视哪来的？	Potentially
你去试一下歧视黑人言论？	Potentially
为什么东北人就不能有优越感？就应该认同于地域黑的偏见然后自卑吗？	Potentially
呵呵，别扯这些有的没的，国内网络上提到黑人就满口黑鬼，你去美国大街上吼一嗓子，让人家理解一下试试？	Potentially
各位看到了吗，那个伊云说自己有别野有车~现在的女人真的到了有别野就嫁的地步了？	Potentially
同问，广东人有什么精神必须通过排外来表达？	Potentially
一个亚洲人找一个有严重种族歧视暴力倾向的白人，这和找死的区别在哪？	Potentially
对黑人种族歧视的主战场在美国，在中国乱发声的不是圣母婊是什么？黑人被歧视的根源是什么？如果真的反对种族歧视，反对歧视黑人，那么跑漂亮国去上街游行啊？跑非洲去援建一个瓦坎达啊？	Potentially
新成立一个防止亚裔被歧视的部门，不就是为了把黑白矛盾引向亚裔吗？	Potentially
女人要牢记，就在不远的时间之前，男人们还在科学研讨会上讨论，：女人是不是人？	Potentially
奇葩？ 男性都是垃圾 是侮辱语，这句话本身是客观存在，题主举报杨x侮辱全体男性有什么问题？如果你是男性，你已经被侮辱了，只不过你感觉迟钝或者比较麻木罢了	Potentially
黑豹怎么种族歧视了？人家原作就是黑人，还是说你不喜欢黑人发达了？	Potentially
女性专用车厢？真的有些恶心	Potentially
不还是因为地方经济落后那？浙江这里的拆二代多的不得了	Potentially
这是性别歧视，为啥女性角色就一定要靠色相，才能完成任务？	Potentially
你这理解真有意思？按你的说法美国黑人录取分数线低意思他们就不被歧视了？美国黑人是一等公民吗？	Potentially
为什么你会认为北非奴隶是黑人，美剧里黑人演员演的角色就是黑人呢？……	Potentially
白左可以让黑人种族歧视白人，就是不能亚裔歧视白人，逻辑？	Potentially
瞧不起我们新疆切糕？？？	Potentially
经常听闻黑人的负面消息，大家对其印象不好，见到了会讨厌，这不是很正常吗？假如你知道你身边某个普通朋友曾经是杀人犯，小偷之类的，你对他有戒心不也是正常吗？再打比方:中国人去国外旅游，乱丢垃圾，	Potentially
你们广东人去香港的时候受到香港人的接受吗？还是他们一样对你们歧视？香港人真的是狼吗？对自己内地的同胞很差？你们去那边时，改不改变你们的口音为了融入进他们的有香港特色的社会里？	Potentially
移民的把外地的名额占了，本地的考上个学校还天天说自己高考难，你们不如我云云，知道为啥河南人偷井盖了吗？	Potentially
怎么说呢？不是地域黑，山东男人大男子主义的特别多，就你说的这种很常见	Potentially
有素质就像日本人和台湾人了？	Potentially
我是真心希望歧视得越厉害越好，管特么白人黑人，全部当成下等人，凭什么只能人家歧视我们，我们就不能歧视人家？	Potentially
你们到底是不是在中国过读的书？这些东西有问题？九年义务教育语文和历史里都有啊，对日本是变态了点，	Potentially
你听说过十亿河南九亿骗总部设在驻马店吗？这是啥？这不是抹黑，污蔑驻马店形象?我指着你家里人说，你家里人都是小偷骗子，你会不会打我骂我?	Potentially
问题已重定向至 如何看待74岁中国老人在美国高犯罪社区的家门外被15岁黑人枪杀？（2017年）？ [图片] [图片]	Potentially
河北一所好大学也没有咯？太tm对了	Potentially
？？？？？你这是想把洋人歧视中国人的问题转化成中国男人女人之间的矛盾，作为中国女人，我也觉得这就是歧视啊，难不成欧洲人歧视亚洲人我们还会觉得高兴？	Potentially
答主是女的都有人骂直男癌，真不敢想象答主如果是男的会被喷成什么样子(?￣?,??,￣??)	Potentially
有坏人都承认，有坏人做坏事也不是不让说，但是直接带上所有人难道就对了？台湾人都是诈骗犯？上海人都小气？北京人都老炮？广西人都爱砍人？地图炮就不对了吧	Potentially
很有道理？那我喊“河南人都是小偷” 有没有道理？	Potentially
看到地域黑，真心遇到过……在三亚玩不小心钱包丢了，去失物招领处问，问我哪的，我说河南的，有一个工作人员说：啊 河南骗子最多啦 你怎么还丢钱包啊？？那我我去偷钱包才合理吗……我的错？？？	Potentially
哈哈，我们河南人偷井盖，别让我见到这种人，否则他家方圆十里的井盖电缆我全给他扯走（嘻嘻(?˙︶˙?)）	Potentially
天哪，男生和女生说话都这么难听吗？火气这么大，我说的是评论	Potentially
偷井盖的不是福建的？	Potentially
你这个观点先不说行业对女性加入有没有偏见正推可以反推男性懂 的都在计算机高校吗如果不是女性为什么一定要加入受歧视行业才能算懂 ？	Potentially
男的玩软辅犯罪呢？	Potentially
现在知乎好像不少人都说香港排外？	Potentially
果子哥哥重庆话：蜜汁吵架合集 2_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili重庆人吵架是不是都这么乐？这吵得起来？	Potentially
伪女权总是存在的，你怎么知道真女权不发声？更何况你还没回答我之前的问题，直男癌那么多也没见哪个男人去骂，他们把中国男人的名声都搞坏了，懂吗	Potentially
你这瞎扯些什么玩意？？女人虐童不用负责了？？奇葩	Potentially
种族歧视这个词不就是老美搞出来的？我国又没压迫过黑人，现在倒是黑人来我国添乱，	Potentially
而且你说人家觉得东方落后是地理原因所以不算歧视，那我说河南人都偷井盖也不算歧视了？什么斯坦福教授，哈哈，我看也就一地域黑，水平还没斗鱼弹幕高呢	Potentially
河南经济落后？gdp不完爆你湖北？	Potentially
没人否认健康的亚洲人在体格，力量上弱于健康的黑人和白人吧？如果智商上又没有区别，那岂不是亚洲人变成最劣等的民族了？亚洲人机体上优势是什么？	Potentially
哪来的优越感啊？生个混血白娃一堆人夸好看，反过来歧视黑人？？？？？双标这招国人玩的一直很好，女生找黑人引以为耻，男生找黑妞就引以为傲？？？男的找个黑人老婆生的孩子黑不溜秋的都tm上新闻了，也没见人去谴责，	Potentially
这群给团长解释说心情不好的是哪里有问题吗心情不好朝别人撒气，黑人cd？？退一万步说，鲸鱼差你这一半的破工资？？想给这点工资就息事宁人实数恶心	Potentially
敢说中国是世界上没种族歧视的地方，在那个国家一个非洲来的穷屌丝能比本国高富帅都x伙伴多？	Potentially
你这种整天黑人家骂人家，人家拉黑你都不行？为黑而黑真没啥意思	Potentially
必须给黑人学生好成绩，否则就是种族歧视？	Potentially
肏你 算侮辱女性吗？就一个骂人的话，还想说多好听？	Potentially
没有这么黑人的，国民党连沈阳都到不了，还挺进到黑龙江纵兵抢劫？	Potentially
我觉得吧，说了这么多，评论里也有那么多观点，最重要的是，爸爸要参与，为什么不能有家庭妇男？男性的就业歧视本来就少，做家务带孩子力气也大，而且妈妈孩子都生好了，奶也产好了，做个全职丈夫带孩子一两年完全没问题吧？	Potentially
在北京查个身份证就是歧视了，特别对于劳动改造过的人员，没有回乡办证这种异常行为多问两句就是歧视了，都坐牢了，还是那么脆弱，至于吗？	Potentially
为什么叫这个男的渣男？ 渣男的定义是什么？ 渣男不是玩弄女性的感情或者身体吗？ 还是穷就是渣？还是小气吝啬就是渣？	Potentially
是不是骂人不是很明显么？如果我注册个公司叫“河南有井无盖有限公司”你觉得是不是骂人？	Potentially
现在某些女拳是打算搞文字狱吗？	Potentially
看你是学生吓唬你，咋的他杀人不犯法啊？在东北你试试，把刀放他手里他敢动一下?	Potentially
为什么对拉美裔有负罪感？排华法案，难道对华人不更应该有吗？	Potentially
福建重男轻女且大多男的都妈宝男，直男癌，了解一下？	Potentially
动不动就田园女权跟风好玩？那说你直男癌行不行？	Potentially
黑人被歧视没有怪罪非洲老家的国家如何落后 只是团结一心上街游行来争取平权 争取不被歧视 怎么到了这帮香蕉人这里就只会转头怪中国呢？ 我觉得楼主说的一点没错 自己窝里斗不适应美国国情不团结呐喊争取小团体利益 反而觉得是被中国拖累 这帮人死不足惜	Potentially
你自己看看你自己的回复噢 只能说东北人讲信用的人少 你歧视的是一个没道德的人还是一群人？睁着眼睛说虾滑？	Potentially
女生可以拖鞋男生就不行，几个意思？性别歧视吗	Potentially
您是靠什么评判是不是直男癌的？	Potentially
你说的难道不是因为欧美国家及日本歧视中国人低劣，中国人又嘲笑印度人低劣的循环么？	Potentially
那怎么没有处男情节啊？难道女人就不怕被染上病？	Potentially
那是不是把皮肤染成彩虹色，才不会有种族歧视呢？	Potentially
实际上你看看数据就知道，我们河南省无论是犯罪率还是其他，跟其他各省比都没什么突出的地方，怎么到了现实和网络上，河南省就变成了坏人遍地走的地方？这还不能反应一些问题吗？	Potentially
不严重啊，我们除了歧视黑人和白人和不是中国人的黄人还歧视谁?	Potentially
“黑人犯罪率高是不是因为他们天生蠢呢？”	Potentially
穿着西装的西方人在一百年前就只是对中国勒索和抢劫，穿着和服的日本人在中国烧杀抢掠屠城，数以千万计的中国人死在日本人手里，西方人在中国这样吗？西方在上海的租界救过多少中国人你知道吗	Potentially
只想请问是歧视黄种人还是歧视白种人还是歧视黑人？	Potentially
这个问题就等于 广西人偷井盖吗？ 广东人什么都吃吗？ 日本人变态吗？ 美国人霸道吗？	Potentially
“你作为男人不该多承担一些压力吗？	Potentially
拿谭谈交通里的升斗小民跟美利坚犯罪率奇高的黑人比？	Potentially
所以你认为黑人不劣等？	Potentially
又没有强迫本地人喝什么，自己喝个热水跟本地习惯有个卵关系，按你这么说，到四川旅游不吃个辣就不尊重四川人？	Potentially
你这说的，为什么女的可以挑男的这里那里不好，男的就不能挑女的，还说这是在挑男朋友，言外之意就是男的挑女的就是事多，女的挑男的就是应该？	Potentially
拐卖妇女，罪恶的来源应该是买家，人贩子不过是中介，没有买卖就没有伤害，没人敢买了，还有人贩子么？	Potentially
嗨哟我艹，地铁上打架了说不是上海人，地铁上挨骂的就一口咬定是上海人，怎么着现在地狱黑和双标还可以融合的吗？	Potentially
这个社会对女性的歧视，尤以农村为重，对于女生，能读书就供，学不了就嫁人，对于男生则要安排买房娶媳妇儿，未尽责任的你们生孩子是干嘛的？这种畸形文化让人觉得寒心，即便女儿在外受了欺负，作为父亲也只是马后炮的人后示威，要你这种父亲何用？	Potentially
说白了大家都是中国人，歧视整个中国了？况且广东这么大的省就没人杀人放火？	Potentially
老实人是最容易受欺负的，不是不说，说了你们也不信，校园暴力老师肯定有责任，估计是怕社会混混北京硬才会导致，至于家？那还是个家嘛？	Potentially
啧啧，又是男的呗，男的太贱？	Potentially
