Question	Potentially_Pejorative
正能量？你是想让我们欺骗你吗？那好吧，我告诉你，嫁给你男朋友吧，你男朋友真的很棒，加油，傻逼，只是以后过的惨的话，千万不要抱怨，因为你要知道傻逼活该活的惨。有时候真的蛮理解为什么中国重男轻女的，可能就是怕生你这样喜欢扶贫的女儿吧	Potentially
美国人歧视美国人？也有他人种歧视黄种人的成分吧。也许是因为在澳洲汤斯维尔到布里斯班，或者美国芝加哥机场买快餐被不同待遇过，始终觉得如果美国亚裔像美国黑人一样强硬，或许我们也会好过点。所以其实也是为了自己不是吗？	Potentially
讨厌河南人的人 麻烦提高自己见识度和包容度 捕风捉影和断章取义不能让你变得很厉害 那如果这样 是不是北京人见到谁都问吃了没 山东人都爱开挖掘机 江苏人都爱做五三 东北人一言不合就啃大蒜 新疆人天天拎着大刀在街上走 蒙古的同学是不是天天住蒙古包 嗯？其实谁也不用心比天高 目下无尘 。	Potentially
说的好，看看以前拿奖都是表现中国人的麻木不仁，愚昧落后后，原始野蛮的片子，洋大人们活在天堂不也有种族歧视，一个大国要崛起需要配得上这个大国的自信，如果你自己都觉得自己国家是个垃圾？人家洋大人还会把你当回事？	Potentially
请在美国电视节目上虚构一下种族歧视情节，甚至都不需要您虚构，直接说美国黑人犯罪率就是比其他人种高这种实话。试试民主的美利坚会不会禁播！你在电视节目里伤害12.4%的美国人民感情就会被禁播，在中国伤害90%以上的汉族人感情还不能禁播你了？	Potentially
这些人，港台的这帮二傻子多像拯救姜戈里那个黑人管家啊？充其量也只是洋大人养的一条狗，自己身子板站不直还觉得自己比同胞地位高。殊不知现在大部分国人真的站起来了，他们还是一副奴才样，我感觉白人歧视的就是他们这种腰杆子挺不直的傻叉。	Potentially
难道现在攻击回国人员的不是以偏概全，用个例抨击全局吗？ 曾经攻击出省的湖北人民不是以偏概全，用个例抨击全局吗？ 这种因为个例攻击一个群体的暴力和作恶不制止，你以为下一轮，下下轮，不会轮到你这个群体？	Potentially
首先区分偏见和歧视好么。访谈说你不喜欢黑人是偏见，在访谈时说不喜欢那些“死黑鬼”是歧视了，你试试在美国的访谈节目这样说会不会被黑人打？被杀死都不奇怪吧。你要说玩dnf都是宅没人会说什么，但是死肥宅。。这不是骂人吗？还有节目组估计也是吸引眼球故意没剪这段的。	Potentially
Y老师邪论多了去了，但是这篇说实话有点道理的啊，不明白一群女的在这喷个什么劲？han这个称呼可真不是什么好听的话，max演员也确实是犹太人。[思考]动动脑子，全剧各人种都有，非要选个又矮又丑的性无能代表亚裔，还不明显吗？	Potentially
不好意思，事实是我作为东北人，根本没看见过这种情况？你是在段子上看的，就拿在这来说？东北人引以为豪你在哪里看见？这边人好热闹，把这作为调侃自娱自乐，你也黑？还有犯罪率高？你拿出数据来。口说无凭吧。	Potentially
不好的回忆，有几次玩的时候碰到几个东北人，满嘴脏话，还杀队友，真的无语。你说东北玩游戏的是不是都这样，我这算地域黑麽？反正我反感这种开着语音，还满嘴脏话的东北玩家，so碰到这样的东北口音，第一反应就是屏蔽	Potentially
不是很明白评论区里那个“海盗”是什么逻辑。一边说东北人只能听的进好话，落后是有原因的，一边又说这些都是事实，哪一点是他故意黑的。我就？？？？难道落后就是他黑东北的理由？？逻辑大师？偷换概念？哇哦[赞][赞]	Potentially
为什么中国现在才有个华为这么牛的公司呢?发展教育是需要时间的。。。。。马丁路德金到现在才多少年，美国依然歧视黑人，黑人有机会受高等教育才多少年呢，而且中国现在寒门出贵子都这么难，更何况资本国家的美国，他们那些从棉花地里出来的黑人，能给后代什么教育培养呢?	Potentially
他们真是搞笑，以为所有人都像他们一样能吸收紫外线吗！下次遇到这种情况你就先反问一句，你是歧视华人吗？我们华人在大太阳下打伞只是为了保护我们的皮肤，我们本来就是这种肤色，为什么要晒黑，你们是不是歧视我们黄种人？	Potentially
作者对自己女性同胞都不友好，怎么让别人同等对待……你这么义愤填膺，你敢像黑人啊人那样维护自己种族吗？都是码字上很厉害 ，黑人受歧视才是最多的，但是人家用实力和自己种族几十年的努力，证明自己的人更多～这个世界，不管哪里，	Potentially
你“单纯”觉得黑人不好看？那你还和我辩论什么？你这种主观的回答我跟你说再多你也不能理解我想法。你在那种环境下也会选白人？你有了解过在战乱瘟疫中生存的黑人是什么样的吗？你随便百度一下我肯定你会改变想法( ͡° ͜ʖ ͡°)✧	Potentially
你想说什么呢?在事实面前你又能说什么呢?为什么大家对上海堡垒冷嘲热讽。为什么大家对这电影票房崩盘拍手称快。还不是因为这些人天天拿垃圾出来忽悠人。脸都是自己挣的。既然他们不要脸被骂就是应该的。	Potentially
你看看参加各个大联盟里有钱人家出身的有几个？中产阶级出身的就没几个。亚裔本身的教育就这样，你怎么不看看亚裔从政的都没几个？还有人工选择过的非洲人身体是强啊，你要是把东亚人也这样人工筛选过一样强啊。	Potentially
你自己贴标签，还一副我没有，我说的是事实的样子，你是哪里人？我能说你那里的人都不好，中国应该把你这种人还有你家乡分离出去吗，你开心吗？你自己给河南扣帽子，还要不要脸的说我说的是事实。说出你是哪里人，看看大家能说出多少你家乡作出的恶心事。	Potentially
你觉得美国不好，那是因为你在美国没房，没工作，没国籍。 就像你随便抓个硬盘也会说，上海有啥好的，吃的贵住的贵还看不起外地人，还不如我的家乡XXX，上海这种垃圾地方只能吃啥海鲜全TM是寄生虫，不放辣椒那菜能吃？	Potentially
咱们捋一捋啊，这个英勇的卫士用自己的贵命保卫了什么？在拿枪对着他的 的面前作死的权利？最开始让人们掀起黑命贵运动的那个事件里， 的枪套上有那个被打死的黑人的指纹，如果不是灯塔国办案有问题的话，那打死他不是活该吗？	Potentially
如果故事是真的就两部分信息还有用，一，有的人啊，真的不注重感情，重现实。二，可能你们全家家产凑凑能有1000万？女朋友外地可能100，200万？你还是老北京概念太瞧不起外地人了，当年结婚也太害姑娘了。肯定一直有一种无限的优越感。	Potentially
家长群讨论喝酒，合适吗，还有为什么标题要强调是女博士，广西这么歧视女性？讨论喝酒可以私下拉群，爱怎么吹牛没人管，家长群是讨论孩子学习的地方，不应该讨论这些私人话题，而且标题起的很有倾向性，题主三观不正	Potentially
思维定式能跟跟歧视划等号?一个人在中国走着，前面有个人蹲地上，你上去用中文问路，结果对方白了你一眼，你歧视我这个白人！我举报你！你去医院打针，捂着眼睛说小姐轻点，对方是个男的打了你一巴掌，你歧视男性，	Potentially
我严重不同意楼主对于种族歧视的概念界定。两个人之间，比如我和你之间尚且可能互相看不惯呢，更何况是两个种族？两个种族嘛，衣食住行、文化各方面都不一样，互相看不上，这很正常。能说我看着印度人用手抓饭吃感到恶心，	Potentially
我没礼貌？1.黑人和美国历史上没有过奴隶主和奴隶的关系吗？2.不懂b数什么意思请自行百度，不要不懂别人的梗就开骂，你把女性生殖器官挂嘴上就很光荣吗？3.我说让你说说你的高见，你如果能用事实让我闭嘴我会很高兴的，但你回了句什么？不服，请给出证据谢谢。	Potentially
我的回答不是讨论外国人在华待遇问题。另外，黑人是个种族。他们可能来自世界各地，有发达国家来的也有不发达的。再其次，我不知道你见过多少中国女人嫁给黑人？我没见过几个。也许黑男黄女很显眼，容易以偏概全。	Potentially
我觉得可以去革命，学学当年的国共两党，说到底所谓的中华民族，也只有少数人，大部分都是一群黄皮猪而已，人家白人少吃顿饭就敢革命，中国人活不下去了才喊什么王侯将相，还嘲讽印度人不敢反抗呢，人家到现在都有毛派武装，中国人？只会嗷嗷叫的劣等民族而已。	Potentially
我觉得这是一些台湾人的通病吧，夜郎自大，国家又各种照顾，还有所谓的民猪子由？台湾人是很典型的中国人，是属于眼界比较宅，很势利的那种。说穿了他的优越感是内心很自卑的表现。不知道你看过河殇没有，里面其实讲的是台湾人。	Potentially
普通人对艾滋病人的歧视少很多？不是我说，中国在这方面做得很差，一方面，国人对歧视他人感觉不出来，另一方面，国人被他人歧视也感觉不出来。前一阵子有个洗衣机广告，把黑人洗成中国人，还有春晚cos黑人的屁股和走路动作，都是歧视，你觉得他想意识到了吗	Potentially
看了个抖音就来带节奏了？然后张嘴就是四川人怎么样，你不是以偏概全？你不是傲慢自大？说别人之前能先检查一下自己有没有做到？还盆地意识傲慢自大？地域黑都用上了，你哪来的自信站在道德制高点指着别人啊？	Potentially
终于看到一个说的明明白白的了，不容易。自2012就来到美国，真的只要你不是白人，受的歧视只有形式不同而却不存在什么严重程度的差别。那些整天嚷嚷着说亚裔受歧视最严重的人，拜托睁大眼晴看清楚OK？	Potentially
苏南人确实有那么一部分坐井观天自以为是，那种总以为自己苏锡常比南京好的论调实在是low的不行，以为有几个钱就是贵族了？弄自己的小圈子，说什么镇江南京是苏北？要点脸行吗？这就是你们苏锡常人的格局？搞地域歧视来凸显自己？真差劲！	Potentially
觉得楼主说的搞笑的人都不太自信啊……如果换做非洲人说中国人歧视黑人，肯定很多人会严肃评论吧？不会像现在这么2333╮(︶﹏︶)╭感觉好多人都对楼主的说法透露出一种很解气的感觉……也就那么回事吧。	Potentially
误杀了黑人好人，遭到抗议，单看事件似乎挺正常。那么黑人杀了好人良民，有没有遭到抗议呢？警察误杀的黑人，远少于黑人杀的人，也远少于黑人杀的黑人。什么叫消灭贫困？你有十元，我有一百元，你就是贫困。我有一百元，你有一百万，	Potentially
说没关系是系统教育的成果。就如你说黑人也可以治理好国家一样。完全照搬美国制度的利比利亚，曾经的非洲粮仓津巴布韦，曾经人均压过美国的南非，还有远离非洲，完全由黑人制导的海地……，令人瞠目结舌。全世界有公信力的科学类大奖，有黑人领过吗？我真的求答案。	Potentially
这件事情发生后群情激奋，不少人包括我在内本能地想要用武力教育一下这个黑人。有人说你看这个黑人这么强壮谁打得过，你傻啊？让你空手了？人赤手空拳干不过老虎豺狼可是现在这些动物在不饥饿的情况下基本都能离人类远点就离人类远点，	Potentially
锁着之后怎么开的门？报警的时候故意突出黑人蠢笨紧急情况话都说不清（我觉得就是故意突出，比竟黑人智商世界皆知），还把黑人报复那一段搞得阴险小人一样的场景，我觉得导演就在加剧歧视。估计黑人和白人看完后只会更恨彼此	Potentially
‘无疑’? 让我想起了部分女性在面对白人黑人印度巴人和本土男性时的双标。如此一致的双标。 没问题，你们这少数人可以继续这种态度。当然我已经对你的回答点了反对。同时，希望某瓣那种easygirl模式的评价网站尽早被踩烂。	Potentially
“有这回事？”--有没有这回事你自己调查下不就知道了^_^，知乎就是个很好的开始。“我咋没见有男的哭着喊着求男权啊”，我也没见过男的哭着喊着求男权，他们喊的都是“女人要骑在男人头上拉屎啦”“中国男人太没地位啦”“中国男女太过平等啦”“女权癌！”Lol…	Potentially
“，中国男人不也时时拿国外的审美标准来要求中国女人吗？大长腿，肤白，眼睛大，双眼皮，睫毛长” 听说过温泉水滑洗凝脂吗？呵呵。您就继续活在自己的幻想里吧。难道唐代就用外国人的审美来要求中国女人了？ 女权没问题，女权癌有问题。	Potentially
中国教育资源的差异化，是重要的一个原因 单纯的归结为三本专科学生不努力，就应该被鄙视的这种说法，不敢苟同 河南等省份考生，没上好一点的学校是他们不够努力吗？ 楼主一副小人得志的样子，真是令人有一种遥远的恶心感。	Potentially
呵呵，那女人呢？？？中国男人赚钱养家吧，你们说这男人不顾家，顾家吧，你们又说这男人吃软饭，你们这田园女权双标玩的真溜。再说了，你从哪里得出中国男人对不要彩礼，不要车房的女人不珍惜不善待了。你能证明吗？上来就说男的不好，屁股都是歪的还好意思批判别人。	Potentially
当时的黑奴是生产资料，你要是非让黑人把当年的棉花带回去的话，那我只能让黑奴坐奴隶船跟主人继续回欧洲咯。开垦和建设庄园是白人的成果，为嘛不能带回去？ 要想把黑奴变成自由人，先别让黑人穿越时空抢棉花，谢谢。	Potentially
我歧视屌丝，穷人，老人，女人，农村人，城里人，河南人，东北人，天津人，福建人，广东人，北方人，南方人，信中医的人，开大众的人，黄泛区的人，吃狗肉的人，不吃猪肉的人，没宝马奔驰的人是我的自由。凭什么不让我歧视？	Potentially
笑话，你要反对悄悄拿性别来做文章，不是女权癌是什么？我在知乎支持女权的时候就啥话不说，因为受不了某些啥事都拿出女权来做文章的人讽刺了一句就直男癌了，要我都直男癌，全中国99％的男的都得直男癌了，呵呵。	Potentially
那也请你不要地域黑。传宗接代 是东北人发明的？咱们大中国哪个地方没重男轻女家庭？我的意思可不是绝交 是平时不要生活在一起 把自己的生活过好了 他们吸她血就少接触呗，打卡里的意思 那是养老钱，亲爹妈不给钱养老 1道德上没人味 2法律上不允许。	Potentially
黑人不是人系列又来了，你幻想自己是白人站在白人的角度说话么，如果黑人出生就有像白人那样的大片农场他还会走上犯罪道路吗？黑人的祖先是被白人农场主的祖先买过来种地的，奴役解放后他们没有土地，没有资源，	Potentially
: 追求平等，大家都能接受能讨论，但是想要额外的特权，还威胁？历史会证明女性真心干不过男人，逼急了，就会像阿拉伯伊朗一样，所有的平等是建立在绝对力量不介入的情况下实现的。撕开人性的面纱之后，拳头才是真理，你看到过哪个强国跟弱国讲道理	Potentially
low还不让人说了 和优越感有什么关系？就你高尚什么都能接受 我东北的 身边的朋友玩快手喊麦的 都听薛的歌吧 快手发个作品都用薛的歌做背景音乐 不low吗 恶心就是真恶心 垃圾就是真垃圾 是个正常人都能看出来吧 装什么白莲花	Potentially
“我不是针对谁，我是说在坐的所有从业人员的科学数羊，都是辣鸡。 中国有群奇特的大学生，他们的叫做艺考生。”只是俏皮话？我可不觉得。答主就是在歧视。这和“因为黑人/穷人犯罪率高所以黑人/穷人都是腊鸡”有什么差别。	Potentially
“真正的女权”如果由男性来定义，以男性的标准来分类，在改变自己性别处境的时候还要处处想着男性的既得利益，才能被称为“女权”，默默付出/不讲求女性权利的女性才是好女性，那还叫什么女权？没你妈肯定没有你，父母的生理功能哪个对人类来说更重要？你和你爸会必须付出你妈，男人必须服从女人吗？	Potentially
不说别的，我青岛朋友，算山东大城市吧？本科学历，外企中层工作，条件不算低了吧？她自己不想生孩子 但是为了生儿子流产一次，手术三次目前还在医院准备第四次手术，你觉得这不叫歧视？有生育能力没有生育权，你觉得这叫平等吗？山东人逼着女人生儿子的执念究竟为什么？	Potentially
中国不应该有种族歧视，但应该明目张胆的歧视。我们又没奴役过黑人，我们又没欠他什么，我们就歧视黑人长得丑，黑人吸毒，黑人都是罪犯，怎么了？就叫他们黑X，不喜欢就别来啊，就应该歧视他们，把他们全赶出去，中国是中国人的国家，	Potentially
嗯…有一种田园女权根本不给胎儿出来分权的机会，她们的逻辑是对自己身体100%的掌控并且还要男人补偿～具体的路径是老娘的身体老娘做主_老娘不要生娃_所以要避孕_但是老娘要爽_所以戴T是不行的_要老娘吃药也是不行的你想害死老娘？_所以男人都该去结扎	Potentially
图一说得我理解，图二我笑了，按他的定义，求右女者应该常得左女，喜欢家庭内斗、奴役男性为自己服务的女性一定会努力进入婚姻才对，你猜怎么着，她们在婚前会努力表现得传统淑女、贤惠知足滴。渴婚男女天造地设，结果一有矛盾就骂不婚不育的女权？	Potentially
在理论形成以前，只考虑具体案例的女权就是这个样子，简单来说就是你弱你有理呗。无关权利平等，只有敌视对面，尽管对面并不清楚有谁。虽然必然经历过这个阶段，但被牺牲的另一部分人就……不配得到权利呗？	Potentially
处女膜是叫你保守贞洁，不要沾花惹草懂吗？总他吗女权女权，动不动就是女权女权，借着女权的名义沾花惹草，恶心吗你？这是没有处男膜，真要是有处男膜，你男人天天在外面搞来搞去，不守贞洁，你受得了吗？	Potentially
对了，再学你一句，拉黑你个大头鬼！没理了就着急着回避，你这样为人处世？我再学你那个态度→现在的人可真是狂躁症啊，这么小气吧啦拉黑人家，素质可真真低，脾气也真真差，还懂不懂就给路人按一个键盘侠的脑子，可真了不起啊	Potentially
对女性0容忍？你是在逗我吗？我身边男性朋友把老婆当宝的供着还不够好？你说父母那一代我都还觉得不错，现在的女性还不够有权？是不是要男的当上门女婿，男性持家 带孩子，女性出去上班养家才觉得公平？我非常乐意接受，你们有多少女性有这个能力？本来女性身体素质就不如男性，宠着也不行，不宠还不行	Potentially
怎么了，是戳到你痛处了吗还删评拉黑，小学鸡？混个28⭐ 就觉得自己是射王吗？我觉得你爸都比你会射，不然怎么生得出来你这个崽种？没辅助你算坨💩 ？跟爷在这吠，单排玩家的优越感让你连爸爸都不认了吗？	Potentially
我就算你抽样也可以，你看到数据了么？没看到数据你怎么就敢说是“事实”？你所谓的“事实”是自己愿意相信的“事实”，还是真实数据支持的“事实”？摸摸自己良心再说话行不行？这就跟地图炮说什么河南人偷井盖，广东人什么都吃，黑人智商低，在你们眼里都是tmd“事实”	Potentially
我支持正当女权，我反对极端女权，我们不管男女都有有不结婚生子的权利，反之，我们也有结婚生子的权利的，不管是结婚，还是不结婚，大家都应该尊重对方，所以那些骂结婚的女人是婚驴的女权们，你们是不是正常女权不用我多说了吧？	Potentially
我看那个讨论里有一个论调，说女性在女权团体中与极端女权割席，本质上也是讨好男权社会为自己谋利。我当时就傻了，在拥有独立思考能力下我觉得她就是做得不对与她分道扬镳有什么问题吗？这个不关乎立场和社会背景，只取决于你的内心，难道你极端女权就是不能被认为有问题是吗？	Potentially
我真是笑死 农村妇女靠男人养？农村妇女是男人的奴隶才对，农村男压榨她们的劳动力，做农活做家务养孩子样样都来，还要不断给男人下崽，多的是农村妇女涌到大城市打工，大把低端岗位 体力劳动 重复性工作 不需要学历和文化 有条命能动弹就行 我劝你早点从你的女人靠男人养的梦里醒来，谢谢	Potentially
所以说本来因为学校歧视别人就是很low的事，有这时间做好自己的事多好。不用说国外留学，国内的高考制度就公平吗？一所大学北京考生和河南考生的考试能力就一样吗？有钱人的孩子和穷人的孩子能力一样吗？真要强行比那需要控制的条件多了去了。	Potentially
服了，干嘛都对女性不利，万一女方犯错，男的想离婚，这时候离婚冷静期是对男的不利啊，干嘛都是针对女性，还30天人都凉了，你TM非得找家暴的？结婚前不仔细看看？好像全中国的男的都家暴，女的一结婚就做家务伺候老人孩子，男的啥也不干，下班你看看晚上厨房做饭的多少男的？营销号最爱搞性别对立	Potentially
注意，这跟要不要骂没有不尊重女性的男人不是同一件事，骂所有男人没问题因为所有男人生下来就吃红利，难道婚女比未婚女吃红利吗？很显然婚女跟未婚女一样都是受害者，甚至婚女正因为婚姻受到更大的伤害，那我们就更没有理由因为某些跳脚的婚女而去骂所有的婚女了不是吗？？？	Potentially
现在上海小孩都不会说上海话了，我也搞不懂这些人的思维，他们有什么权利要求上海人在自己的家乡不许说上海话的，就因为他们要到上海来挣钱？难道他们出国的时候也要求其他国家的人说中文，否则就是歧视？	Potentially
身为河南人，由于地域歧视，大学不敢选北上广，害怕不合群，害怕因为穷被人看不起。考研不敢出河南，害怕导师挤兑，害怕师兄师姐挤兑。工作不敢出河南，因为都已经这么久了，年纪也大了，没必要出去看看别处的风景了。但我痛恨地域歧视，为什么偏偏黑我们，因为我们穷吗？	Potentially
这么说的话，看看每年盗窃诈骗多少河南人，被黑不是无缘无故的空穴来风，工厂不要河南人难道是他们想给自己找麻烦嘛？还不是被河盖们偷怕了，为啥人家没不要山东人？没不要湖北人？没不要四川人？单单不要你河南人？光说别人地域黑难道都不从自己身上找找原因么？	Potentially
那为什么美国日本也重男轻女却没有男女比例失衡的结果呢？本质还是在于国人爱钻空子，监控不严，法治建设不全。就算中国注重男女平等，中国女人就不崇洋媚外了？现在这个世界上还有比中国男人对自己国家的女人那么宠的吗？	Potentially
"""一种是用似是而非的话术配合女拳的特权要求，比如""""xxx的还算男人？""""，""""赚钱养家，貌美如花""""。本质上是""""高情商舔狗""""。一种是用早就被批判烂的封建话术搞极端，""""女子无才便是德""""，"""	Potentially
404了，顺便回一句山东搞这种操作也不是一两次了，几乎是次次都是，有本事就自己做好自己。我们不是山东的这么看是不了解，山东的这么看怎么说？你把自己该做的没做好却怪别人去说你没做好？地域黑？你次次这样怪我们地域黑？	Potentially
chink这个词是英语中公认的不分语境的种族歧视词语。不分语境，懂吗？就是不管你在什么情况下说出这个词，就是种族歧视。不管你是开玩笑，打趣，和人斗嘴，还是对骂。还把这个词和日本鬼子相提并论？！	Potentially
13%左右的黑人人口占据了52.5%美国杀人案件犯罪率，这是什么概念呢？请你搞清楚一点，黑人犯罪率并不是黑人天生爱抢劫，爱犯罪，其实就是贫穷。我国以前还有山东响马河南土匪四川贼这一说，无非就是贫穷，所以犯罪率高，	Potentially
Mandarin就是普通话的意思，还有指中国政府的意思？满大人这个反派可是一个字母都没改，背景更是傅满洲，还不够辱华？johnny english是反派？有种族歧视的背景或讽刺？有单独使用english来种族歧视？我想问你有脸吗？	Potentially
blm是怎么来的？黑人躺平等白人施舍给的？黑人被压迫知道搞事情，最终有了今天不好惹的局面。黄人被压迫就理所当然的躺平吗？我不求你跟黑人正面争，毕竟现在风头上，但是好歹复制一下黑人当初的路线跟白人抗争一下总可以吧？	Potentially
“身边是这些人恐怕答主自己也不怎么干净” “被人家猥亵肯定是这女娃穿的骚” “一个巴掌拍不响，无缘无故他为什么欺负你？” “同性恋有艾滋病，离他们远点” “打发点吧，……你穿这么好，就只给我一块钱啊？” 黑人问号.jpg	Potentially
。。过得去？不是一个档次？敢情您潮汕地区是有多牛逼，你经常来福州吗？你印象里的福州的零几年的福州？你潮汕的城建是有多高大上现代化？如果按你的要求来我看你那地方连一个普通县城都比不上 还有福建人均妥妥的高于广东，多看看外面吧大哥	Potentially
上海人老说外地人怎么怎么不好，却不想想自己有时候的结论是否基于错误的判断，比如文中的例子，明明是方言导致的歧义，而在上海人眼里十有八九会成为外地人素质低下的一个新证据，所谓欲加之罪，岂不讽刺？	Potentially
不是认同欧美，而是不认同对平民发动的恐怖袭击，所以才说对人类不好，恐怖袭击可不止发生在欧美。如果仅仅因为事情发生在对手势力就不作反对，那么屠刀砍到新疆昆明的时候，你有什么底气辩驳自己不是狗？	Potentially
你告诉我哪个上海人说答主理解错了就是素质低了，答主自己不过也只是开玩笑自嘲一下，你自己才是欲加之罪吧。自己看看上海人的朋友圈社群转的外地人不良行为：都是偷东西逃票地铁里抽烟随地大小便这种不文明行为，这种行为存在判断错误吗？你真挑事儿，本来没得，又开始引战。	Potentially
你要是不黑人家，人家为什么要骂你呢？哪的球迷都有素质低的，何况你一棒子都给打死了说得还添油加醋。你要是能理性客观的表述，即使是说辽宁队不好之处，球迷也不会喷你。不管是哪的球迷都是因为喜欢篮球才遇在一起的，都和气一点，别那么大戾气。	Potentially
匿名答主你真的引起了我的生理恶心，虽然发假图盗图的行为不对，但是你这样的行为不觉得有什么不妥吗？你在知乎贴吧匿名扒你的高中同学进行嘲笑以此为乐？你为自己的小聪明沾沾自喜？？？（黑人问号）然后很多评论一水儿的在说好好笑？？wtf？你们是多有优越感啊……	Potentially
印度人穷得饭都没得吃，天天还吹智能手机+支付环境，你连饭都吃不饱，还有心思去买手机吗？你的手机没人买，你的生产系统能完善吗？如何让印度人过得上买手机的生活，就必须先从印度人吃得上饭，穿得上衣服开始。现在印度以出口粮食争取外汇，简直就是杀人。	Potentially
喷双标没问题，但是例子不太妥当吧。Emily的原型演员虽然长得是有点像亚洲人，但是用她来代表亚裔?别逗了好么。 这演员最有名的作品是无耻之徒，答主有兴趣可以看一下，估计你也能总结出个歧视亚裔。	Potentially
国家落后的话你个人再怎么条件优越人家都能给你挑点刺出来，广东人只是背锅的罢了。要是那时候移民过去的大多数都是北方人，洋大人不照样给你找点缺点出来。白人狐臭率奇高你知道吗？一直不见有白人因此受到歧视是为什么呢？	Potentially
外国人普遍不喜欢中国人跟一部分中国人素质低有关系，但这不是主要的，根本原因是大多数国家整天放中国不好的新闻，一直洗脑。如果你没去过东北河南，新闻上隔三岔五给你发这两个地方的黑新闻，你会喜欢吗？	Potentially
多谢提醒，我都忘记了，我们河南人都没有职业的，我们河南人的职业就是天不亮就偷井盖的。您那边的监狱够住吗？匀一些给河南的一亿人口吧！以后污蔑人，请先拿出犯罪证据。法律讲证据的，偏见总是人云亦云。	Potentially
帝都死狗，有几次陪着浙江福建人回沈阳，对方下了飞机看到浑南新区，看到沈河区，都大吃一惊，“你们东北不是很穷很落后么？”我只能一边冷笑，“00年的时候你们那些遍地的小县城也叫做城市？”，但同时也哀叹，没有人才没有钱没有话语权真的很让人伤心。	Potentially
广州就彬彬有礼了？哪个地方没有没素质的？哪个地方没有不遵守规矩的？以偏概全，恰好是个东北的而已，三观修正修正，别效仿网络上的刀笔小吏。客观面对社会现象。好人好事的时候怎么就没人说哪儿的人好呢？坏事就哪儿的人真差，好事儿就中国人荣耀，没点主见，点火不怕事儿大	Potentially
很多人在网上骂东北人素质低，真正道德高尚的东北人根本看都不看，真的素质低的东北人也根本不在乎。那些反击这种地图炮言论的人，都是些想要素质低而不敢素质低的人。 你是这个意思吗？真有意思。 我骂东北人素质低，只要有人跳出来指责我，那就是他对号入座了是吧？妙啊。	Potentially
感觉教材说的没错啊，难道有谁是天生就是同性恋的？难道不都是后天受了各种影响而变成同性恋的？变态这个词看上去很有攻击性，但出现在文中只能算是个中性词汇吧？就跟青蛙的“变态发育”一样。不要搞的好像黑人被歧视一样，人家是天生如此，你是后天选择，能一样吗？	Potentially
我不否认东北人一定没有坏人，但是不是所有的，也不是很多，只是一小部分而已，你告诉我哪里没有坏人？不要地域黑，同样都是中国人自己黑自己，有意思？在网络里你当什么都无所谓，在现实生活中还这样，我只能认为你是垃圾，丢中国人脸。	Potentially
"我们国家计划生育辛辛苦苦这么多年控制人口，就是为了给这群黑白皮空地方的？而且像广州那些黑人，我觉得吧，直接暴力镇压就完事了，反正是黑户，只接当侵略者就完事了，何况这情况多像当时香港台湾被租借，"""	Potentially
我还挺我小伙伴儿说过哦，国内有些公司不招河南人，甚至说“黄泛区”，听到这些我会骄傲？我凭什么骄傲？不用发散联想理解啊你们，我会通过我努力改变人的偏见，但正是这些偏见让我感觉不到骄傲，逻辑有问题吗？	Potentially
旧社会把人变成鬼！是什么造成了黑人犯罪率高？是不公正的社会制度，白人曾经奴役过黑人，欠债不用还吗？建议美国立法补偿黑人，每个黑人可以免死一次，这样才不负世界民主灯塔的美名，中国肯定服软了，	Potentially
更加搞笑的是，知乎和微博的皇汉似乎很喜欢白人……我就想不通了：作为民族主义者，即使你很不喜欢黑人和中东人，但也不至于去崇拜川普、约翰逊那样的白皮吧，为什么中国皇汉口口声声说“为了华夏”、却那么想跪舔白人呢？真的是迷惑行为大赏了	Potentially
本人就对东北中年老娘们儿很没有好感，虽然欺生恐怕全世界都一样，但是可能没有期望就没有失望——女人精明的心思配上大大咧咧的表面，靠，防不胜防啊——为什么单独说东北中年妇女呢？因为年轻女性还没有沾染生活的俗气，自然讨人喜欢	Potentially
本地人在吴语里难道也有不同意思？？ 从没听说过，我是上海乡下人，哈哈。 前几天还在其它回答看到，人上海，历来只称浦东的为乡下人哦，当初上海也没多少外地人，怎么会莫名说外省搬来的叫乡下人，真把全中国除上海当乡下了	Potentially
机灵不要乱抖，抖不好就直接显示你智商下限。这个问题及答案根本不管地域什么事，所以就事论事回答问题对你们的智商理解来说很难吗？这个你们所谓觉得很好笑的梗是建立在隐形地域歧视上的，没任何河南人要为博你们一笑而忽略这个，已拉黑！	Potentially
港独骂华人支那狗和在美国骂黑人nigger，在犹太人面前说希特勒万岁有什么不同吗？黑人被残害时被骂nigger，犹太人被送去集中营时被喊希特勒万岁，华人被杀戮时被喊支那狗支那猪，不好意思，港独的言论触犯的就是战争时期的杀戮语，是全人类都痛恨的	Potentially
电话诈骗被台湾人发扬光大以后，就在不断升级，所以怎么堵？转账过去之后说我被诈骗了，把钱退回来，那么银行怎么知道你是不是真被骗了？银行能做的也就是对于不明来由的转账问清楚，所有银行柜员都有把给骗子转账的人挡下来的经历。。。。。	Potentially
看不懂讽刺？地域黑放哪里都可以，全世界哪里的人都是圣人不做坏事？在知乎这种地方还有答主和你这种人才是奇怪，搞得全世界的坏事都是莆田人福建人做的一样。烘托自己请不要拉其他人下水，拿整个地域来黑更是品格低劣的表现	Potentially
